Subject Code,Course Number,Course Title
MEE,584,Noise from Industrial Flow Systems
MEE,585,Fuel & Energy Utilization
MES,165,Discovering Islam
MES,200,Selected Topics
MES,208,Middle East Since the Rise of Islam
MES,209,Modern Middle East
MES,308,Ancient Judaism and the Origins of Christianity
MES,315,Arab American Literature and Culture
MES,317,The Arab Revolutions
MES,318,Middle East Since the Rise of Islam
MES,319,The Middle East in the 20th Century
MES,321,"Christians, Jews and Muslims"
MES,335,Israeli Literature and Culture
MES,336,Arabic Cultures
MES,338,Middle East Media
MES,340,America and the Middle East
MES,342,Religion and Politics in the Israeli-Palestinian Conflict
MES,344,Politics of the Middle East
MES,349,Politics of Iran
MES,350,"Gender, Violence, and Sexualities in the “War on Terror”"
MES,360,Reading Gender and Sexualities: Gender and Sexuality in the Arab World
MES,364,"Enchanting Words: Muslim Poets, Singers and Storytellers"
MES,365,God and Beauty in Islamic Art
MES,368,Islam and the West
MES,374,Popular Culture in the Middle East
MES,381,Islamic Law & Society
MES,382,Health in the Middle East
MES,386,Sounds of the Silk Road
MES,391,Revolutions in the Middle East
MES,392,Islamism and Islamist Movements Today
MES,393,Middle Eastern Political Systems
MES,394,History of Islamic Political Thought
MES,395,Democratization in the Muslim World
MES,400,Selected Topics
MES,404,’AZAHAR’ The Islamic Conquest and the Christian Reconquest
MES,406,The Middle East in Graphic Novels
MES,407,Iraq: Modern Nation to US Occupation
MES,430,Senior Seminar in Middle Eastern Studies
MES,453,"Feminisms, Sexualities, and Human Rights in Middle Eastern Societies"
MES,465,Beyond the Veil: Gender Politics in Islam
MES,468,Middle East in Anthropological Perspective
MES,482,Azahar: Interfaith Relations in Spain (711-1492)
MES,495,Distinction Thesis in Middle East Studies
MES,499,Honors Capstone Project
MES,600,Selected Topics
MFE,300,Selected Topics
MFE,326,Probability and Statistical Methods for Engineers
MFE,429,System Modeling and Optimization
MFE,436,Robotics in Manufacturing
MFE,453,Production Planning and Control
MFE,470,Experience Credit
MFE,534,Statistical Quality Control
MFE,595,Multidisciplinary Analysis and Design
MFT,567,Sexual Issues for the Helping Professional
MGT,247,Introduction to Strategic Management
MGT,248,Managing and Leading People in Organizations
MGT,300,Selected Topics
MGT,346,Organizational Behavior
MGT,355,Strategic Human Resource Management
MGT,447,Advanced Topics in Strategic Management
MGT,448,Management in a Cross-cultural Environment
MGT,454,Compensation Administration
MGT,462,Leadership and Organization Change
MGT,499,Honors Capstone Project
MHL,71,"Weekly Student Convocation, Freshman"
MHL,72,"Weekly Student Convocation, Freshman"
MHL,73,"Weekly Student Convocation, Sophomore"
MHL,74,"Weekly Student Convocation, Sophomore"
MHL,75,"Weekly Student Convocation, Junior"
MHL,76,"Weekly Student Convocation, Junior"
MHL,77,"Weekly Student Convocation, Senior"
MHL,78,Weekly Studnt Convocation
MHL,185,Introduction to World Music
MHL,267,European Music before 1800
MHL,268,European and American Music Since 1800
MHL,380,International Course
MHL,400,Selected Topics
MHL,428,Organ Literature
MHL,448,History of Wind Ensemble Literature
MHL,466,History of Jazz
MHL,499,Honors Capstone Project
MHL,500,Selected Topics
MHL,525,Survey of Keyboard Literature: 1650 to 1850
MHL,526,Survey of Keyboard Literature: 1850 to Present
MHL,535,Orchestral Repertoire: 1600-1800
MHL,536,Advanced Orchestral Repertoire
MHL,545,Aspects of Repertoire Preparation
MHL,546,Vocal Literature I
MHL,547,Vocal Literature II
MHL,548,Instrumental Literature
MHL,557,Survey of Choral Literature I
MHL,558,Survey of Choral Literature II
MHL,566,Topics in Music Literature and Analysis
MHL,568,Choral Literature for Elementary and Secondary Choirs
MHL,590,Independent Study
MIS,270,Experience Credit
MIS,325,Introduction to Information Systems for Managers
MIS,335,Information Systems for Decision Support
MIS,345,Development and Programming of Business Applications
MIS,365,Business Value of Information Technology
MIS,375,Management of Information Technology Contracting
MIS,425,Management Information Systems Analysis and Design
MIS,435,Principles of Database Management
MIS,445,Implementing a Web-enabled Enterprise
MIS,499,Honors Capstone Project
MND,205,"An Introduction: Editorial, Ethics, and the Business of Magazines"
MND,305,Reporting
MND,405,Advanced Reporting
MND,406,Magazine Article Writing
MND,407,Narrative Storytelling
MND,408,Magazine and News Editing
MND,409,Investigative Projects
MND,411,Web and Mobile Story Production
MND,413,Emerging Media Platforms
MND,430,Topics in Multimedia Reporting of Science
MND,441,Visual Thinking for Digital Magazines
MND,442,Using Data to Tell Stories
MND,454,Sports Writing Across Platforms
MND,490,Independent Study
MND,496,Digital Portfolio
MND,499,Thesis
MND,504,Multimedia Projects
MND,505,Digital News & Innovation
MND,506,Digital News Leadership
MND,509,Advanced Newspaper Editing
MND,518,Critical Writing
MND,526,Beauty & Fashion Journalism
MND,535,Newspaper & Magazine Practicum
MND,538,Travel Writing
MND,545,Virtual Reality Storytelling
MPD,300,Selected Topics
MPD,400,Selected Topics
MPD,421,Multimedia Production
MPD,499,Honors Capstone Project
MPD,500,Selected Topics
MPD,511,Still Imaging for Multimedia Production
MPD,523,Advanced Multimedia Storytelling
MPD,537,Design and Production
MSL,101,Leadership and Development
MSL,102,Foundations of the US Army
MSL,201,Innovative Team Leadership
MSL,202,Leadership and Problem Solving
MSL,301,Leading Small Organizations
MSL,302,Advanced Leadership
MSL,401,Military Professionalism and Ethics
MSL,402,Leadership in a Complex World
MTC,51,"Composition Seminar, Freshman"
MTC,52,"Composition Seminar, Freshman"
MTC,53,"Composition Seminar, Sophomore"
MTC,54,"Composition Seminar, Sophomore"
MTC,55,"Composition Seminar, Junior"
MTC,56,"Composition Seminar, Junior"
MTC,57,"Composition Seminar, Senior"
MTC,58,"Composition Seminar, Senior"
MTC,125,Introductory Music Theory I
MTC,126,Introductory Music Theory II
MTC,145,Diatonic Harmony I
MTC,146,Diatonic Harmony II
MTC,147,Ear Training I
MTC,148,Ear Training II
MTC,155,Composition I
MTC,156,Composition I
MTC,245,Chromatic Harmony I
MTC,246,Chromatic Harmony II
MTC,247,Ear Training III
MTC,248,Ear Training IV
MTC,255,Composition II
MTC,256,Composition II
MTC,300,Selected Topics
MTC,355,Composition III
MTC,356,Composition III
MTC,380,International Course
MTC,400,Selected Topics
MTC,410,Undergraduate Teaching Experience
MTC,418,Choral Arranging
MTC,455,Composition IV
MTC,456,Composition IV
MTC,500,Workshop In Music Theory
MTC,535,Orchestration
MTC,540,Survey of Basic Theory
MTC,545,Counterpoint
MTC,546,Analysis of Contemporary Music
MTC,550,Composition
MTC,551,Songwriting
MTC,555,Jazz Improvisation I
MTC,556,Jazz Improvisation II
MTC,557,Jazz Improvisation III
MTC,558,Jazz Improvisation IV
MTC,560,Electronic Music Composition
MTC,562,Performing with Computers
MTC,566,Topics in Music Literature and Analysis
MTC,590,Independent Study
MTD,330,Undergraduate Research in Mathematics Education
MTD,432,"Teaching Number Ideas, K-6"
MTD,433,"Teaching Geometry and Measurement, K-6"
MTD,434,Teaching and Learning Functions
MTD,437,Teaching and Learning Geometry
MTD,438,Teaching and Learning Statistics
MTS,421,Introduction to Ceramics
MTS,431,Physical Metallurgy
MTS,471,Materials for Engineering Applications
MTS,533,Introduction to Theory of Materials
MTS,537,Introduction to Diffusion in Solids
MTS,570,Nondestructive Testing
MTS,581,X-Ray Diffraction
MUE,115,Technology in Music Education
MUE,180,International Course
MUE,215,Foundations of Music Education
MUE,300,Selected Topics
MUE,310,Field Experience in Music Education
MUE,321,Teaching of Voice for Schools
MUE,325,Teaching of String Instruments
MUE,326,Teaching of Brass Instruments
MUE,327,Teaching of Woodwind Instruments I
MUE,328,Teaching of Woodwind Instruments II
MUE,333,Music in the Elementary School
MUE,334,Methods and Materials in General Music
MUE,400,Selected Topics
MUE,415,Jazz Ensemble Techniques
MUE,416,Psychological and Sociological Aspects of Music
MUE,423,Teaching of Percussion Instruments
MUE,430,Music Cognition
MUE,435,Choral Rehearsal Techniques
MUE,437,Instrumental Rehearsal Techniques in Music Education
MUE,445,Music Cognition
MUE,499,Honors Capstone Project
MUE,510,Practicum in Children’s Choir
MUE,516,Technology in Music Education
MUE,518,Marching Band Techniques
MUE,520,Teaching of Classical Guitar
MUI,10,Soyars Entertainment Leadership Lecture Series I
MUI,106,Survey of the Music Industry
MUI,200,Selected Topics
MUI,205,Music Industry I
MUI,206,Music Industry II
MUI,209,Music Industry for Audio Engineers
MUI,301,Record Production
MUI,305,Music Industry Marketing and Media
MUI,307,Studio Recording
MUI,308,Live Sound and Concert Recording
MUI,309,Studio Acoustics
MUI,310,Soyars Leadership Lecture Series
MUI,311,Live Music Promoter
MUI,320,Syracuse University Recordings
MUI,321,Concert Recording I
MUI,322,Concert Recording II
MUI,331,Music Mastering
MUI,380,International Course
MUI,400,Selected Topics
MUI,402,Current State of the Music Industry
MUI,405,Music Industry Law and Ethics
MUI,406,Topics in Music Industry
MUI,408,Music Industry Practicum
MUI,409,Advanced Digital Audio Workstation Production
MUI,411,Recording Studio Management I
MUI,412,Recording Studio Management II
MUI,414,Music Technology Practicum
MUI,499,Honors Capstone Project
MUS,300,Selected Topics
MUS,380,International Course
MUS,405,Print Curatorship
MUS,407,Collections Management
MUS,408,Public Learning in Museums
MUS,409,Museum Management
MUS,412,Museum Development
MUS,414,"Tourism, Museums and Heritage Sites"
MUS,416,"Making History, Building Community: Debates and Themes in Museum Interpretation"
MUS,500,Selected Topics
MUS,503,Introduction to Museum Studies
MUS,504,Administrative Challenge and Change in Museums
MUS,506,Ethnographic Curatorship
MUS,508,"Identifying Materials, Processes & Techniques"
NAT,105,Introduction to Native American Studies
NAT,142,Native American Religion
NAT,200,Selected Topics in Native American Studies
NAT,208,Haudenosaunee Languages and Culture
NAT,244,Indigenous Religions
NAT,290,Independent Study
NAT,300,Selected Topics in Native American Studies
NAT,301,Iroquois Verb Morphology I
NAT,302,Iroquois Verb Morphology II
NAT,305,Iroquois Phonetics and Phonology
NAT,306,Iroquois Syntax and Semantics
NAT,308,Iroquois Linguistics in Practice
NAT,323,Peoples and Cultures of North America
NAT,346,Native North American Art
NAT,347,Religion and the Conquest of America
NAT,348,Religion and American Consumerism
NAT,400,Selected Topics in Native American Studies
NAT,407,Indigenous Feminist Thought and Theory
NAT,423,Indigenous Feminist Futures
NAT,438,Native American Health Promotion
NAT,441,Federal Indian Policy and Native American Identity
NAT,444,Contemporary Native American Movements
NAT,445,Public Policy and Archaeology
NAT,447,Archaeology of North America
NAT,456,Representations of Indigenous Peoples in Popular Culture
NAT,459,Contemporary Native North American Issues
NAT,461,Museums and Native Americans
NAT,490,Independent Study
NAT,500,Selected Topics
NEU,211,Introduction to Neuroscience
NEU,223,Introduction to Cognitive Neuroscience
NEU,301,Introduction to Cognitive Science
NEU,407,Advanced Neuroscience
NEU,409,Cognitive Neuroscience of Speech and Language
NEU,496,Neuroscience and Society
NEW,205,News Writing
NEW,300,Selected Topics
NEW,400,Selected Topics
NEW,500,Selected Topics
NEW,508,Newspaper Editing
NSD,114,Food Safety and Quality Assurance
NSD,115,Food Science I
NSD,216,Food Service Operations
NSD,225,Nutrition in Health
NSD,275,Food Service Systems
NSD,290,Independent Study
NSD,312,Food Service Systems Management
NSD,314,Hospitality Human Resources Management
NSD,326,Practice of Dietetics
NSD,329,Pediatric Diabetes
NSD,342,Nutrition in the Life Span
NSD,343,Dietary Supplements
NSD,371,Dietetics Experience I
NSD,417,Integrative Food and Nutrition Therapy
NSD,418,Vegetarian Nutrition
NSD,425,Nutrition for Fitness and Sports
NSD,427,Public Health Nutrition
NSD,435,Nutrition Leadership and Management
NSD,447,"Weight Management, Obesity and Disordered Eating"
NSD,452,Mediterranean Food and Culture: A Florence Experience
NSD,455,Community Nutrition
NSD,456,Nutritional Biochemistry
NSD,457,Research and Evaluation in Nutrition
NSD,461,Community Nutrition Experience
NSD,462,Biochemical and Physical Assessments Lab
NSD,466,Nutritional Biochemistry II
NSD,469,"South Asia - Family, Food and Healthcare Systems"
NSD,470,Experience Credit
NSD,476,Nutrition Seminar
NSD,477,Senior Nutrition Seminar II
NSD,481,Clinical Nutrition Therapy I
NSD,482,Clinical Nutrition Therapy I Lab
NSD,483,Clinical Nutrition Therapy II
NSD,484,Clinical Nutrition Therapy II Lab
NSD,490,Independent Study
NSD,497,Research Experience
NSD,499,Honors Capstone Project
NSD,500,Selected Topics
NSD,511,Nutrition Education
NSD,512,Nutrition Counseling
NSD,513,Nutrition Education Experience
NSD,515,Physical Assessment and Multiskilling for Dietitians
NSD,516,Nutrition Counseling Experience
